4.913425605310260402e-01,0.000000000000000000e+00
4.817214732941274002e-01,5.000000000000000000e+00
4.722584440384078874e-01,1.000000000000000000e+01
4.629210644701770572e-01,1.500000000000000000e+01
4.536814000356809151e-01,2.000000000000000000e+01
4.444781317966751133e-01,2.500000000000000000e+01
4.352304392098094721e-01,3.000000000000000000e+01
4.258694691747731964e-01,3.500000000000000000e+01
4.163583408669184194e-01,4.000000000000000000e+01
4.067006890108036954e-01,4.500000000000000000e+01
3.969108458874001655e-01,5.000000000000000000e+01
3.870010786506640765e-01,5.500000000000000000e+01
3.770116707768232378e-01,6.000000000000000000e+01
3.669877294920192989e-01,6.500000000000000000e+01
3.569665583142842546e-01,7.000000000000000000e+01
3.469648162635832755e-01,7.500000000000000000e+01
3.370110317132514743e-01,8.000000000000000000e+01
3.271636675137387096e-01,8.500000000000000000e+01
3.174069619024523226e-01,9.000000000000000000e+01
3.070137153760362225e-01,9.500000000000000000e+01
2.941364746661649932e-01,1.000000000000000000e+02
2.804959042987855145e-01,1.050000000000000000e+02
2.660983035466818469e-01,1.100000000000000000e+02
2.509709069741807297e-01,1.150000000000000000e+02
2.349369908530175577e-01,1.200000000000000000e+02
2.185302043310511644e-01,1.250000000000000000e+02
2.021916603412971525e-01,1.300000000000000000e+02
1.860788844577415668e-01,1.350000000000000000e+02
1.703846298136250936e-01,1.400000000000000000e+02
1.553839814884242221e-01,1.450000000000000000e+02
1.416357187626375858e-01,1.500000000000000000e+02
1.290100370898584758e-01,1.550000000000000000e+02
1.172900469402829021e-01,1.600000000000000000e+02
1.063550903167573974e-01,1.650000000000000000e+02
9.623609188351762989e-02,1.700000000000000000e+02
8.649244114483710388e-02,1.750000000000000000e+02
7.680205120251540341e-02,1.800000000000000000e+02
6.727321488008897177e-02,1.850000000000000000e+02
5.814466475679372359e-02,1.900000000000000000e+02
4.960501558761965663e-02,1.950000000000000000e+02
4.190961010482798649e-02,2.000000000000000000e+02
3.522278919587783913e-02,2.050000000000000000e+02
2.978461069733100500e-02,2.100000000000000000e+02
2.556930609320090531e-02,2.150000000000000000e+02
2.241450657631146107e-02,2.200000000000000000e+02
2.023191113824557644e-02,2.250000000000000000e+02
1.888385485370965705e-02,2.300000000000000000e+02
1.820540424266752291e-02,2.350000000000000000e+02
1.801107235088681910e-02,2.400000000000000000e+02
1.819678520497909971e-02,2.450000000000000000e+02
1.870564858188100699e-02,2.500000000000000000e+02
1.947396563837978933e-02,2.550000000000000000e+02
2.044466570568178460e-02,2.600000000000000000e+02
2.156244109031063561e-02,2.650000000000000000e+02
2.277393204305247845e-02,2.700000000000000000e+02
2.403755835635495650e-02,2.750000000000000000e+02
2.535882545865726992e-02,2.800000000000000000e+02
2.692543883376027208e-02,2.850000000000000000e+02
2.869200406097655379e-02,2.900000000000000000e+02
3.058005915154430113e-02,2.950000000000000000e+02
3.236742874480347948e-02,3.000000000000000000e+02
3.402605431172172484e-02,3.050000000000000000e+02
3.556253773892260883e-02,3.100000000000000000e+02
3.686460042331906467e-02,3.150000000000000000e+02
3.808705646811220979e-02,3.200000000000000000e+02
3.924942731708004617e-02,3.250000000000000000e+02
4.038142097631287897e-02,3.300000000000000000e+02
4.150368157549074594e-02,3.350000000000000000e+02
4.261547417464366799e-02,3.400000000000000000e+02
4.371334285662833302e-02,3.450000000000000000e+02
4.479341842745603736e-02,3.500000000000000000e+02
4.585496115010734286e-02,3.550000000000000000e+02
4.689794212355478248e-02,3.600000000000000000e+02
4.792236749234930065e-02,3.650000000000000000e+02
4.892826221893257360e-02,3.700000000000000000e+02
4.991691792614246642e-02,3.750000000000000000e+02
5.089251988675239785e-02,3.800000000000000000e+02
